idComment	comment
41889_u	"After reading the reviews that have been written for this god-awful piece of crap, I can't help but think that the only people who have voted for this junk are the people involved with making it.<br /><br />First off, this movie isn't close to ""action-packed."" In fact, it's horrendously boring. It's laced with some of the worst acting ever captured straight-to-video, and that bad acting is helped on its journey into the pits of much-deserved obscurity by an editing job that doesn't even deserve to be praised as amateurish. The script seems to have been dreamed up by some religious fundamentalist with a monosyllabic dictionary. The story is terrible, terrible, terrible... just terrible. It's all been done before.<br /><br />This film is an amateurish rip-off of ""Jacob's Ladder"" with some bits of a Night gallery episode thrown in (the one with Roddy McDowell as a man who murders his rich uncle and then cowers in his house as a haunted painting depicts the victim returning from the grave to wreak vengeance). Anyone seeing even a few minutes of this lousy excuse for a horror flick will quickly note the BLATANT theft of plot device after plot device from ""Jacob's Ladder,"" right down to the head-swiveling demons -- although this low-budget turkey obviously didn't have money for special effects, so the demons just shake their head from side to side accompanied by sound effects that resemble someone shaking a tin of peanuts.<br /><br />None of the cast can act worth a damn. Seriously, not a single person in this film EVER delivers a convincing line. ""Wooden"" is a mild description for how bad the acting is.<br /><br />I watched this film at a recent horror film fan convention, and at the screening at which I was present there was a continuous stream of groans and jokes directed at this intellectually-insulting, abysmal garbage. There was supposed to be a Q&A session with the director and one of the actors after the screening, but everyone who'd watched fled the theater as quickly as possible ... because nobody cared what those involved with such a TERRIBLE film would have to say about it.<br /><br />To top it all off, the ending of this movie is not only predictable, but it smacks entirely of religious bigotry and is just plain INSULTING to anyone who isn't a fundamentalist Christian.<br /><br />In short, the only reason to ever buy a copy of ""13 Seconds"" is to BURN IT. This is perhaps the worst movie ever made. Having been a fan of obscure, z-grade horror flicks for some 30 years now, I do not say these things lightly. This film has NO redeeming qualities, and should be buried somewhere safe, where it can never see the light of day again."
41890_u	"Is this movie some kind of joke? It looks like the camera crew went to best buy and bought a hand-held Sony camcorder to record the whole darn thing! The acting in this movie makes bad soap opera actors look ingenious in their work. I had to pay to rent this?? This movie should be in the FREE box, so then I could take it just to burn it. One guy posted a review that mentioned ""I've had turds that were more interesting than this movie"", and I think I would agree with that.<br /><br />When I picked up this movie at the video store it looked decent at first; at the bottom it showed 4 awards from 4 different festivals that looked like this<br /><br />WINNER, Newy York Independent Film Festival, WINNER Detroit International Horror Film Festival, WINNER, Fantastic Festival of Film UK, WINNER, Barebones International Film Festival<br /><br />WHAT??? maybe if I make my own low budget film, put absolutely NO effort into it, these film festivals will love my movie as well as this piece of crap."
41891_u	I wish I could vote in the negative number range, but unfortunately, IMDb does not allow that.<br /><br />This is the worst film ever to grace a screen in the history of the world. It had absolutely NO redeeming qualities about it. From its lack of terror AND lack of interesting story, to its horrible camera work. We couldn't even get through it. Like the title says, Blockbuster video gave us a refund on the movie PLUS a free rental because they said 5 other people also complained about it. I guess it's not company policy to take movies off the shelves because sure enough, the next time we went in it was still there.<br /><br />Please save yourself the 20 minutes (that's all you'll be able to get through before turning it off) and DO NOT rent/download/buy this movie.<br /><br />-55/10 is my rating.
41892_u	"I am still trying to wrap my brain around the awards this film has won. Yes, it's budget must have been low, yes, the cast and crew must have been classmates, yes a flashlight worked for lighting in Blair Witch... but none of this works here. The acting is beyond atrocious, so bad I was glad the sound wasn't synced. The special effects were... appalling, the script was painful, but the worst of all this horrid, make-shift ""film"" would be the lighting. It was beyond irritating, it was like using a cheese grater on your knees. It's really clear that the rest of this groups classmates or whatnot have tried desperately to upgrade this bowel movement beyond it's actual potential. It deserves to be flushed, never be seen again."
41893_u	This movie had none of the attributes of a successful horror movie. The dialog was terrible, the acting was atrocious, and the story and set design were none existent. If the objective was to make the worst movie of all time then this movie is indeed a success. At least the title was somewhat accurate since this bomb of a movie could only hold your attention for 13 seconds. I hope the budget for this stinker was kept at under $100; if not then the producers of this garbage should sue the filmmakers for their money back. I would suggest instead of watching this abomination that you wash your dog, go to the dentist, or have a colonoscopy, which would all be preferable to watching this movie.
41894_u	"I have no clue how this movie managed to win 4 awards, especially not a Highly Commended award? The whole movie is laughable, and the acting is so horrible it makes the cast of 7th Heaven look like veterans who've won many Academy Awards (yeah, it's that bad). Save yourself the money and rent other cheesy 80's horror flicks instead of this uninspired ""award winning"" garbage feast. It lacks subplots and doesn't really seem to know where it wants to go and again the acting is so horrible it overshadows whatever, if any, could have been good. The start is just confusing and doesn't seem to belong to the same movie. The only reason I'd recommend this is to witness what horrible material gets the go-ahead sometimes..."
41895_u	"This movie is an embarrassment! It is so atrociously bad that it even makes you angry while watching it. I couldn't even tell you what it is about since I only watch 5 minutes, and my husband, thinking it would get better, watched 10 minutes of it. But, anyhow, I couldn't care less. I cant believe I rented it! It made me so angry that I almost went to blockbuster right away to get my money back. I should have, since it is a rip off they have that kind of ""movies"" to rent. I makes me angry the fact I made the director a bit richer by renting it!!! DO NOT WATCH this movie unless you want to waste 5 min of your life (I say 5 minutes since you wont get further than that). It is the worst movie I have ever seen. It looked like those videos the teachers used to make us watch at school to learn Spanish. Do not trust the first reviews of this movie. They are probably written by the actor's (If you can call them that...) family, friends or even themselves..."
41896_u	Please listen to the post claiming it's literally so bad it's not funny. I can usually find the silver lining in a terrible horror movie, but this movie, this is really something special. Usually a movie this god awful would be so bad it's in some way amusing, nope. This movie is so bad it took me 3 watches until I could finish it without falling asleep. Unfortunately I'm one of those people who has to watch a movie in it's entirety before forming an opinion. Somehow this middle school project waste of time ended up on a Blockbuster shelf with a cool cover. Someone posted a review defending the acting and calling this a good new independent horror film. That poster should make it clear that they're directly related to the absurdly inept director of this movie. I'm a pacifist in general, but this movie was so bad I actually became furious with everyone involved in this inane venture. Absolute trash.
41897_u	"This movie stinks!!! What is all the hype about? It deserved no awards, no festival fanfare, no attention whatsoever. It's so boring, pretentious and incompetent it doesn't even deserve to be released! 13 Seconds is just another shot on video, no budget loser put in a nice, shiny box to fool you into thinking there might be some production value or creativity behind it. But... nothing happens in this film (certainly nothing interesting or remotely scary). The special effects are laughable and few and far between. The acting is terrible (especially the hillbilly fat guy with the funny hair cut) and to top it off, everyone is so badly DUBBED in post it looks like a kung-fu movie from the '70s whenever anybody opens their big, ugly mouth (and they sound like their dialogue was rerecorded in an empty warehouse for all the echo on it). Do we really need another rotten horror movie about a rock-n-roll band? Did we learn nothing from the 1980s and films like Hard Rock Zombies or Black Roses? Watching this movie for even ""13 seconds"" is a waste of time. Shame on Lion's Gate for releasing this timid, wet fart of a horror movie! I give it a ""1"" only because the rating system doesn't go any lower... Avoid 13 Seconds like the plague!"
41898_u	Wow what a steaming pile of dung. <br /><br />While I enjoy low-budget gore as much as the next guy, this one was almost unbearable to watch. This was mainly due to the acting, if you can call it that. Every person in this flick had the same monotone voice coming from the same expressionless face. For a horror film there was a decided lack of screaming. I would expect some screams when one is getting hacked in half, or their chest ripped open, but I think there were a total of 4 screams in the entire film.<br /><br />I can't believe this thing won awards. It must have been the only entry.<br /><br />Can I have 90 minutes of my life back please?
41899_u	"My roommate is an avid fan of horror movies and spied this anti-gem whilst browsing through Blockbuster. The movie is about a band that decides to practice or record their music in a forgotten school house. First off, the acting. It is obvious that the actors/actresses are friends of Jeff Thomas. I would be surprised if one of these people had acting experience outside of high school. With the exception of home movies and porn, it is impossible for a television screen to display worse acting. Every participant reads through their lines without emotion, as if they are reading them from a teleprompt. The acting provided my friends and I with an element of inadverdent comedy that had us rolling on the floor. I doubt Jeff was striving for laughter. The writing. I cannot honestly say that the plot is any less hapless than several other horror movies you could pluck off of the shelves of your nearest rental store. However, the dialogue sure as hell is. At one point, a girlfriend attempting to calm an argument actually says, with utmost seriousness, ""Can't we all just get along?"" WTF? If one character is addressing another for the first time, the introductory word is the character's first name. It is simply unrealistic and unnatural. If you were in an alternate universe, you might expect people to converse in such a way. Nothing else in this movie really matters. The setting is an old school house yet the furniture is in great condition without any dust. The beds have clean linens. Someone even remembered to pay the electric bills. Gotta love the hospitality of evil demons. The music is a joke. Casio keyboard style suspense music will play during an ""intense"" scene and just cut out at any moment. Whether it fits or not. The mouse squeak is the official mascot sound of this movie. My final mouse squeak count ended at 1,142.<br /><br />I suggest you rent this movie because it could motivate you. How? Once you see this used toilet paper square of a movie, you will know that even you can a get film on the shelves at Blockbuster."
41900_u	"Oh, horrid film, where did you go wrong? I hope I have enough fingers to count the ways. There is a point during film-making when a director or producer can simply say ""Stop"". There is no harm in that, nor is there any shame. This should have been one of those films that somebody, anybody, should have said, ""we need to stop now"". From the uninteresting characters, to the lackluster story, to the very poor production, the lines between avant-garde horror cinema and cheaply made movies became hazy.<br /><br />There are three ways to completely destroy the power of a film without touching the story and those are through sound, sight, and mind. If a movie sounds great, you have captured some of your audience. If it looks good as well, you have captured even more and finally, if you can keep them mentally involved than you, as a director, should have most to all of the audience in your hands. Sadly, 13 Seconds did none of the above. The sound was horrendous. Synchronizing your actor's voices to match what they were saying when filming and the emotions they were feeling is not hard. Apparently, director Jeff Thomas decided robots could make this English spoken poorly dubbed in English feature. There was no emotion behind anyone talking, even our main character Davis. I found myself laughing whenever anyone opened their mouth. I couldn't tell if anyone was actually interested in what was happening, or if the amount of beer drinking that occurred before the dubbing was finally taking effect. Second, the sight of this film was just as bad as the voices. No apparent acting classes were needed from any of the actors or from the demons. There needs to be some level of class with the both the actors and demons, but in this film there were not. Davis, Jeff Thomas, was trying hard to be exactly like Bruce Campbell, which only lowered this film further into the pit of disgust. Everyone else seemed like they were going through the actions that were given to them that minute and trying to remember what exactly they were doing. There were no genuine moments in this film visually, just non-actors remembering to be robots. Finally, the mental involvement is key. I am not talking about just story here, because you can have a bad story but still keep people guessing for more. I am talking about just the apparent want to see what happens. Does your audience want to see what is going to happen next? In this film, my answer would be ""no"". The ending does provide a moment of shock, but you need to force your way through an hour and a half of sludge just to see it ? and it really isn't that grandiose.<br /><br />With these three elements lacking considerably, you may be thinking what is the value of this film? I was amazed to see that it had won some awards in the horror circuit because, to me, it showed the poorest of the poor. While I would agree, that the ending (without giving it away) was creative and inventive, what filmmakers need to realize that you need to have a complete film to blow us away. Do not just pride yourself on the ending because you are going to have upset people like myself that could tell that you spent more on that then you did the rest of the film. I have heard other critics say that this is like a low-budget The Sixth Sense, but for me it was not even in the same ballpark. Half the fun of The Sixth Sense was the action leading up to the surprising ending (which wasn't even that shocking), and that is where 13 Seconds suffers. Thomas' film has nothing to offer in the middle except for a very muddled story in which you nearly need a PhD in pagan culture to fully understand. I think I would have been more impressed by the ending of this film if there was a meaty center instead of all that gristle and grime.<br /><br />Was this the worst film I have seen this year? After a day of thinking about it I can say ""no"", but would I be truthful to myself? There were some interesting scenes, which did showcase some of Thomas' potential, but the blatant disrespect for everything else just hurt those good points. I had trouble coping with the voices and the constant clichés that Thomas tried to repetitively use. There just seemed to be too much running into rooms and shadows lurking in the darkness instead of character development and understanding. I needed to know who these people were and a better explanation of the immediate story. Thomas seemed and felt unfocused in this film giving us not enough in one area, while completely destroying another. Inconsistency is what hurt this film, but what destroyed it for me were the small bits that could have easily been changed to construct a decent film. I wasn't happy, and I don't think many will be with the final results that 13 Seconds has to offer.<br /><br />Grade: ** out of *****"
41901_u	I saw this at the video store and it caught my eye. Ooooh I told myself, look at these awards, this could be a low budget B-movie worth watching. Boy was I wrong.<br /><br />This film was written bad, the actors did a bad job, the story was... well how can I put this...LAME!!<br /><br />I couldn't believe how boring and how bad the acting and story was all at the same time. Do not waste your time with this movie.<br /><br />If you are watching this for horror, don't bother. If you just want something bad to laugh at, this may be for you that is if you don't fall asleep.<br /><br />Directing - F; writing - F; Acting - F; story - D; Over all movie F-
41902_u	Anyone, and I mean anyone, who writes that this movie is any better than a 1, was watching a different movie when they were told they were watching this movie. The B.S. about good camera shots/angles for low money is a good joke. My two year old cousin could shoot better angles than this movie.<br /><br />It had a good concept but the ending doesn't make the movie better, it makes it about 48 times worse. The only chance this movie had a chance to be even a 2 was is if it lasted 13 seconds, and that is including the credits. This movie is so terrible, I think it gave me cancer! I would rather repeatedly jab a knife into my arms and legs than to ever, and I do mean ever, sit through this horrible excuse of a movie again. And the independent excuse doesn't work for me. How this won any awards besides crappiest movie ever made is beyond me.
41903_u	"but after watching it I just have to know... who the hell are these poor poor mislead souls that are giving this movie such high praise!? 13 Seconds was a god-awful piece of crap. Even the best reviews on this site mention the bad acting and the (obvious) low budget, but try to say that those aspects of the film are simply something a ""low budget"" or ""indie"" film maker must deal with and the writer/director/actor should be commended for dealing with such shortcomings and still finishing the production. This is patently untrue, and I take such comments as a highly offensive slap in the face to the REAL independent, low budget film makers who can not only deliver on a clever story (which I will admit, 13 Seconds had), but they can also get something close to a decent performance out of their actors, better sound and editing... hell, everything involved in making a movie. And I do mean EVERYTHING.<br /><br />To put it into terms that most people can relate to, 13 Seconds equates to a very low-budget Halloween season haunted house. The scares are cheap and ineffective and the actors hired to pull off those scares are almost as talented as my cat. At least my cat makes me jump on occasion.<br /><br />The bad acting only makes the awful dialog even more unbearable. Add on top of that the total lack of effort put into the dubbing and you have the perfect formula for a movie that even Ed Wood would find abhorrent.<br /><br />Even the argument that ""well at least he went out and made a movie"" doesn't hold water. One of the main reasons I have not gotten my own production off the ground is because of movies like this. Watching this movie made me remember that I didn't have to settle for whatever actors I could scrape out of a trailer park, a DP who had no experience outside of a Polaroid camera and sound recorded on an answering machine while the freaking actors phone it in. Sorry, but I'll hold out until I can find people that, when placed in a soggy paper bag and told to act, would be able to find their way back into the light.<br /><br />To sum up: remember kids, just because you CAN make a movie does not mean you SHOULD."
41904_u	"By far the worst movie I've ever seen. I actually enjoy watching bad movies. I can find ways to enjoys movies most people think are pure ****, but this movie is an all-time low. As I said, it's the worst movie I've ever seen, so far. I always hate it when I see people that say this about a movie, since with all the movies in the world, I find it hard to believe that so and so could be the worst movie ever made, but honestly, I promise you, believe me, for the love of God listen to me, this is the worst movie I have ever seen. This movie makes Plan 9 from Outer Space look like Casablanca. The acting is garbage. I don't know how they pulled it off, but the acting is actually far worse than that of the films and videos from my past art classes. I didn't think you could act this bad if you tried, but they somehow managed to pull it off. The script is incoherent gibberish, just God awful. The direction is crap. How many close ups do you need? I do have to commend the ""director/writer"" for being able to dupe people into seeing it, since I found it in Blockbuster that means he was able to make some money off the movie. As for that, I am impressed. As for the movie, I had more fun with a scorching case of syphilis."
41905_u	"although i've used IMDb as a resource for years i've never felt the need to chime in as a reviewer or post on the message boards, in this case i felt absolutely compelled to, especially after reading the false glowing reviews posted by others...which is just as fraudulent as this movie winning any recognition, a DVD distribution deal...any of that. i felt completely ripped off and i felt like a sucker after trying to watch this garbage. the mere fact that anyone could give this film 3 stars, much less 10 out of 10 is a complete farce.<br /><br />i watch pretty much EVERY horror movie that comes out that i can get my hands on (which explains why i rented 13 Seconds i guess) and i have never seen a movie so atrocious and completely unwatchable.<br /><br />low budget movies are not a problem with me....as long as there is good writing, good acting, good direction. this film is devoid of any of that and there is nothing ""creepy"" or ""scary"" about this trash.<br /><br />the only thing scary to me about this movie is that not all of it landed on the cutting room floor.<br /><br />i haven't been so angry after trying to watch a movie ever. i'll watch a Hollywood crapfest festival of Hudson Hawk followed by Gili followed by Showgirls back to back before i'll watch 10 minutes of this movie again.<br /><br />i want my money and the 30 minutes of my life that i wasted BACK!"
41906_u	"Do not listen to anything that someone who has given this movie a positive review has to say: they are lying to you, literally. It is pretty common knowledge amongst the posters of this movie that there is a conspiracy to improve this movies image on IMDb.com. If you look at the rating percentages, there are next to no 8's and 9's, which is a very good and reasonable score for a movie that is as good as some say it is. No, the only significant positive rating that is given is a 10, which makes no sense. Look at the rating history, look at who has commented on it, and look at their post/rating/comment history. It is quite amusing indeed.<br /><br />As for the movie itself, it's supporters have one thing right: it's pretty hard to make a movie on the budget that they must have had to make ""13 Seconds"" (which I'm guessing is in the neighborhood of $100). First, it is not at all scary. At no point am I scared, ""creeped out,"" on edge, nervous, or even disgusted. It only affects the viewer's emotion in one way; it makes the viewer angry, angry for having spent the money to have seen it, and angry that you wasted an hour and a half of your life on it. The special effects are very distracting (no, we cannot fault the film makers for this, but it certainly does hinder your watching experience). The acting is horrendous (I'd say bad by high school theater standards). The plot is mediocre at best. And the dialogue is painfully terrible (lines like ""I found this book.""--""is it old?"" and many others make you rewind it to see if you heard what you actually heard). I can, in all honesty and with absolutely no exaggeration, say that this is the worst movie that I have ever seen.<br /><br />I am this strongly critiquing this movie not because I have a grudge against its creators (although I'm not happy about losing 90 minutes and $4). I am critiquing it so that no one else is fooled by what others are posting on this website. This is a terrible movie and is only worth watching if both a)you get it for free (or, even better, are getting paid to see it), and b)you do not value your time at all. No, on second thought, even if those two conditions are met, there are still better things to do. Steer clear, friends. Steer clear."
41907_u	This film is a classic? What you been smokin' girl?! I decided to give this movie a 2 star rating out of 10 because at least it is very funny. This is probably the funniest movie ever without trying. The cheesy eighties clothing that is trying to pass for street clothing of the period was great! If you like to watch movies strictly for the cheese factor and horrible acting, then this is the movie for you. Break it down Bobby Brown!
41908_u	When you look back on the eighties break dancing and graffiti movies there are a handful of movies that should be a required viewing. If you want to see a bad break dancing movie, then check out Breakin. <br /><br />What makes this movie so bad is the fact that is just really missed the mark of capturing the essence of breaking. It was more of an attempt to crossover to a larger audience outside of the urban community. It may have succeeded reaching a larger audience but it really does not connect with the hardcore breaking audience.<br /><br />If you are looking for good 80's Hip Hop movies check out Beat Street, Wild Style, Krush Groove, Berry Gordy's Last dragon and please leave this on the shelf.<br /><br />Without being politically correct this movie is really gay. the gayest part has to be John Claude Van Damme in the opening scene wearing some tight black spandex.
41909_u	"Man, oh man. I remember seeing this movie when I was about six with my mom and thinking ""Turbo is the coolest thing EVER."" Of course, my friends and I were break dancing outside (with or without cardboard) for the next several months. Spiked bracelets and adidas ruled the day. My wife and I rented the movie a year ago and it completely stunk. Where the hell do Ozone and Turbo live, in a garage? They're two grown men; to whose home is their garage attached? Why does Turbo dislike Special K? Is it because she becomes lovey-dovey with Ozone? Is the reason for the hatred at all related to the flamingly gay dude with the pink leotard that shows up EVERYWHERE Ozone and Turbo go? It's great to watch this movie to recall the good ol' days and maybe to see some pretty good breakin, but as a film it truly sucks b*lls."
41910_u	"Woeful, and blatant, attempt to cash in on the ""Breakdance"" craze that swept the western world in the early to mid-eighties.<br /><br />The script (from Allen DeBevoise, Gerald Scaife and Charles Parker) is a terrible ""Flashdance"" clone with street dancers Adolfo Quinones and Michael Chambers trying to get their big break on the stage, and show the world what they can do, with the help of classically trained hoofer Lucinda Dickey. The only thing worth watching is the dancing itself, with some well choreographed pieces blending easily with the natural 'breakin' talent.<br /><br />There is absolutely no acting prowess on show, and director Joel Silberg would be well advised to stick to putting up the money for someone else to run things. For something a little more down to earth and closer to reality, try ""Beat Street"". Music was penned by Gary Remal and Michael Boyd.<br /><br />Sunday, August 18, 1996 - Video"
41911_u	"I have quite a few problems with this documentary, being a huge fan of The Police. (Own ""Message in a Box"", saw them live in 2007, I'm totally influenced by them in my own music...) This was a major letdown. Here's the problem.<br /><br />Copeland is a terrible narrator, half the film he's mumbling on and has such little charisma for narrating a documentary. The quality of his super8 camera is brutal, and that in itself wouldn't be so bad, but the WHOLE documentary is basically told with this super8 grainy, look.<br /><br />It doesn't capture the actual soul of what the Police were. It basically follows 79-84, as if it were just, ""Oh then we got a track on the charts, then we went to a concert, then we did some traveling, oh then we did some more shows, now we're big, then we released a couple albums, then a few more shows, now it's over."" The only sense of conflict in the band you will get in the WHOLE documentary is the following quips.<br /><br />Stewart: I'm starting to hate this band.<br /><br />Sting: Stewart... I blame you for all my problems.<br /><br />--- That's it. This is the so called band that had it's drummer break the lead singers ribs, get into fistfights, and downright hate each other, but at the same time record some of the greatest rock music ever. It basically is something slapped together, with some old footage, called a Police DOCUMENTARY and it just, has no thread. Nothing, I can only say, SOME (but little), of the documentary was okay, and had a couple cool things going for it, some interesting little parts to it, but way to little to even make this a repeat viewing.<br /><br />If you're a die hard police fan, it's only an hour, and you might get a chuckle, and a ""Oh cool."", but believe me, for the 5 minutes of total time where you're interested, there's another 60 of boring crap. Why can't Martin Scorsese do a Police documentary?"
41912_u	This was a total mish-mash for me. There were elements I found very impressive, and others plain awful. Overall, I wouldn't watch it again. Die-hard fans will be happy to see lots of behind-the-scenes and will probably enjoy it for that fact alone.<br /><br />Here are the GOOD things: 1) Creative and thoughtful editing of what appears to be countless hours of footage. 2) The'derangement' and sound mixing of the songs - the highpoint for me. The vibe was great - felt reflective and a tad melancholy. You could tell it was pieces and parts of the original recordings used in a new way. 3) The music and video editing complement each other very well given that most rock docs feel tossed together by amateurs.<br /><br />The BAD: 1) The grainy Super-8 and a combination of bad lighting made some parts difficult to see 2) There was not one shred of 'real' in this -- just the blokes messing around having fun. <br /><br />The UGLY: 1) Stewart may have written the script, but he is absolutely HORRIBLE in narrating it. It completely overshadowed the good 2)The script was pompous, detached and avoided any real insight or emotional details about the rise and fall of this band. Left us knowing little more than we already do. Too much footage of fans, and very few intimate moments with the band. Guess The Police don't want to turn off their fans since they have re-stoked their machine and are milking it once again.
41913_u	"Although not total garbage, it's pretty crappy.<br /><br />The dino stop-motion is worse than the old 1933 version of King Kong, and the dinos look like rubber. The effects are like something from a Nintendo game. The Prism creature looks like a troll doll. Everything in this looks as phony as a nine-pound note.<br /><br />Acting is awful...like something you'd expect from a primary school play. And that horrible piece of crap bike that kid rides is a disgrace. No one could race that junk heap (I'm glad it got vapourised). Azebeth Siege and her codes of kong (is this movie riddled with references to King Kong?) is lame, lame, lame. And there's one scene where this little kid just runs underneath the dino for no apparent reason. And what's with all the moths flying around in the beginning sequence...Did they film this in an old barn?.<br /><br />The sword fighting with the dino was also way lame. And sacrificing people to the ""dragon"" (dino)...hmmm...again, somebody's been watching too many King Kong movies.<br /><br />I wonder what the budget for this was...$2.<br /><br />It's sort of cool though how this is set up like old serials. Chapter one at least leaves you hanging & shows a preview of the next chapter.<br /><br />My friend gave us a laserdisc player & a box of movies. In the box were chapters 1 & 2 of this series. We watched the first one. And maybe one of these days when I'm extra bored I'll watch chapter 2...that is if I haven't used the laserdiscs for frizbees by then.<br /><br />I wonder if laserdiscs will shatter nicely upon impact with a tree...In this case that's about all they're good for. Well maybe some really bored little kids might like Josh Kirby."
41914_u	"If you've ever been stumped at a cocktail party when someone asks you, ""what's the worst movie you've ever seen"", you may want to rent this movie so as to have an instantaneous reply. I mean, there's bad, then there's REALLY bad. This film falls into the latter category.<br /><br />What's amazing is not that they got a budget for this film, but that they actually got some name actors for it. I can't imagine any working actor looking at this puerile script and thinking to themselves, ""yes, this is one I must do.""<br /><br />The script itself is dreadful. Overwhelmingly bad. If one didn't read the credits, you'd think it was written by an undersexed (or possibly oversexed) 8th-grader. It's the kind of script that drunken frat boys might come up with if they were really bored, and had a half hour to spare. If you took out the fart jokes, the penis jokes, and the irritable bowel jokes, there would really only be about 10 minutes of film, and those 10 minutes would be stuffed with every comic cliché you could imagine.<br /><br />The film offers no real laughs, predictability to the extreme, and, surprisingly, no nudity. Which is odd, since it's like watching a slasher film with no blood. The only reason I can imagine a film like Showgirls (which is ""Gone With the Wind"" compared to Sol Goode) got financed was because they promised the backers that Elizabeth Hurley would be naked and gyrating throughout half the film. This film doesn't even have the common decency to try and titillate the audience after forcing us through the 100 minutes of torture.<br /><br />The performances are mostly quite good. The actors do a great job at elevating the material, especially Katharine Towne, in a thankless and underwritten role. Cheri Oteri, Natasha Wagner, and Jamie Kennedy all put their best foot forward trying to turn very little into something. Cheri Oteri plays a sadistic, high-powered agent, which is actually the best writing in the film. Unfortunately, it's a subplot that really has no connection to the main storyline. It may have been a better film had they simply stayed in the agency and made it all about Jamie Kennedy's character, since the least interesting character in the whole film is the title character. You can't quite imagine how so many people seem to know and admire a guy who has never had a job, isn't getting work as an actor, dates homely women, and doesn't even seem particularly funny or charming.<br /><br />The film goes nowhere, and takes forever to get there. But I will give this writer/director his due. It takes quite of bit of pluck and determination to get a film this bad made. He surely deserves ""hustler of the year"" award. If he could sell this film to execs, he could sell ice to Eskimos."
41915_u	OK, I need to make a disclosure first: This movie is just plain camp as far as i can tell. The plot is highly UN-original, and the characters appear to be conceived in caricature. The script seems almost to have been written in the mid nineties judging by the production design and the references. In fact, the first time i saw it on TV i thought it was 6 or 7 years older than it actually was.<br /><br />But, gosh i just cant put my finger on it, the film actually draws you in. Perhaps because i'm of the same age. Also, it works if you watch it from an outsider's standpoint. Here you get a glimpse of the shallow, self-centered reality that LA and much of the US is infected with. As noted previously, the cast plays its part in that over-the-top way common in cult or camp. And it works! Frankly, the script couldn't support anything more.<br /><br />Yet, I end up caring for the characters and their story.<br /><br />Entertaining if you watch it half conscious or sleepy, a bright and fun piece of culture this is.
41916_u	"Why can't I put in a 0 vote? This movie sucks worse than any imaginable black hole. I mean, you have a nuclear material container stuck and on fire, the obvious thing to *not* do is use another similar container to knock it loose? A company called *Pandora Corporation*? Hail Eris, I say!<br /><br />And all the time wasted on chasing a guy on a bike, then drop him from a helicopter. And the loving couple of students who seem only to be in the movie in order for them to 1) get killed in full visual goryness, 2) nearly get killed in the same way, despite being warned. And they are supposed to depict super-intelligent university graduate students?<br /><br />And a computer interface ""inspired"" by William Blake? Disgusting, admittedly in an intriguing manner. The intriguing thing about it is: how on Earth would anyone come up with something _so_ stupid?<br /><br />Oh, and with all the blue light emanating from the plant, which I suppose was supposed to be Cerenkov radiation, everybody around would have been fried.<br /><br />I agree completely with Thomas' review. I'd just like to add a suggestion: If you want to see a *good* British eco-thriller, watch _Edge of Darkness_ instead. If you can't get that, find a picture of Chernobyl somewhere on the net and look at it for the duration of this movie, and you will have spent the time better. Avoid this movie!<br /><br />-Lasse"
41917_u	Okay, it had its moments. The plot, or rather the idea behind the plot was pretty good. The science talk seemed slightly more scientific than usual (Well, not being a rocket scientist, for all I know they could have been exchanging formulas for melted butter - but it sounded right in the first part of the movie). Some of the acting even appeared okay. But then it all ends. Introducing a computer wiz never actually doing any wizzing other than shouting commands at his homebuilt and amazingly awkward computer system. Hacking into what was clearly analog CCTV!? Not to mention camera angles requiring surveillance cameras literally all over the place. Why did Mr. Fulton send Luke through a hole but Teri over the fence instead? How do you get nuclear material into a tokamak without shutting it down? And then at last; a climax as exciting as a flat tire. No, this is definitely a colossal waste of even the dullest evening.
41918_u	This film has more cheek than any I have seen. It seems to be made almost entirely from left over footage from The Swordsman. It is like watching outtake footage. The plot has been extended to include a new baddie, but the relationship between the two main characters bounces around in context all over the place, continuity is almost non-existent and you keep wondering where in time and space the activity is happening. I guess this is recycling taken to new levels. However watching The Swordsman and then Gladiator Cop is an interesting exercise in picking up what you have seen already, what really belongs in the first film and why you aren't doing something more productive.
41919_u	If you're looking for an entertaining fighting movie, avoid this one at all costs. Do you want to see a movie that's so bad that it becomes an unintentional comedy? Then you also should avoid this one, because it's so utterly bad that it's not even funny. The movie's plot circles around illegal, underground street-arena fights where the fighters use many kinds of brutal weapons and kill each other. Sound familiar? This has been done many times, but never as bad as this. Most of the fighters are really unfit and shabby people, and there aren't much that reminds me of true martial arts skills. The story makes no sense, and is just full of plot holes. I just don't get why Lorenzo Lamas stars in this. He's not exactly the best action star around, but this was a disaster even by his standards.
41920_u	I am a big fan of Jeff Foxworthy. The Blue Collar Tour movies and Blue Collar TV are hilarious. Unfortunately, this roast did not follow in their foot steps. I, usually, think Larry the Cable Guy is very funny, but not this time. His comments about Corky from Life Goes On were totally uncalled for. To make such a comment about a person born with Down Syndrome was in poor taste. His comment about Christopher Reeve sat badly with me, also. If I was a member of Mr. Reeve's family I would have liked it even less than I did. Several made comments about Jeff's 'clean' comedy, but they chose not to follow in his footsteps by repeating such words as f**k over and over. When will they learn four letter words are not what makes a comedian. This show put down others more than it did Jeff Foxworthy. It attacked those with Down Syndrome, Mexicans, gays and, of course, the South, as well as others. If you were a comedian on this show, you might want to take lessons from Mr. Jeff Foxworthy. This show fell short of the usual Foxworthy standards.
